id,paragraph_id,source_id
842,105482,203
843,105488,208
844,105490,205
845,105490,207
846,105491,205
847,105492,205
848,105494,205
849,105495,205
850,105496,205
851,105497,205
852,105498,205
853,105498,206
854,105502,218
855,105503,210
856,105504,211
857,105504,217
858,105504,218
859,105505,218
860,105508,213
861,105512,209
862,105513,209
863,105514,209
864,105516,212
865,105519,212
866,105520,212
867,105522,215
868,105523,215
869,105524,215
870,105525,216
871,105526,209
872,105527,214
873,105533,221
874,105534,219
875,105537,219
876,105539,219
877,105540,219
878,105541,219
879,105545,220
880,105546,220
881,105547,220
882,105548,191
883,105549,191
884,105550,191
885,105554,191
886,105558,191
887,105560,222
888,105561,191
889,105561,222
890,105563,184
891,105564,184
892,105565,190
893,105566,190
894,105568,133
895,105569,224
896,105570,110
897,105570,133
898,105572,223
899,105574,46
900,105574,223
901,105575,223
902,105576,223
903,105578,223
904,105579,109
905,105579,133
906,105580,224
907,105581,133
908,105581,225
909,105582,133
910,105583,93
911,105583,133
912,105583,225
913,105584,93
914,105584,133
915,105584,225
916,105585,110
917,105585,133
918,105586,110
919,105586,133
920,105587,110
921,105587,133
922,105587,226
923,105588,109
924,105588,133
925,105589,133
926,105590,133
927,105591,133
928,105592,133
929,105593,133
930,105594,133
931,105596,110
932,105597,110
933,105599,227
934,105600,97
935,105600,229
936,105601,229
937,105602,229
938,105603,228
939,105604,79
940,105604,133
941,105605,79
942,105605,133
943,105612,231
944,105613,230
945,105614,231
946,105615,230
947,105615,231
948,105616,230
949,105617,230
950,105617,231
951,105619,230
952,105619,231
953,105620,230
954,105621,230
955,105621,231
956,105622,230
957,105622,231
958,105623,230
959,105624,230
960,105626,230
961,105628,232
962,105631,93
963,105631,114
964,105632,114
965,105633,46
966,105633,93
967,105633,114
968,105635,46
969,105635,93
970,105636,93
971,105637,93
972,105637,114
973,105638,114
974,105638,134
975,105640,114
976,105640,233
977,105641,237
978,105642,114
979,105643,93
980,105643,114
981,105643,238
982,105644,135
983,105644,235
984,105646,114
985,105646,135
986,105647,93
987,105647,114
988,105648,93
989,105649,93
990,105649,114
991,105650,93
992,105652,93
993,105652,114
994,105654,93
995,105654,114
996,105655,114
997,105656,110
998,105656,114
999,105656,226
1000,105657,110
1001,105657,226
1002,105657,234
1003,105658,114
1004,105658,234
1005,105659,110
1006,105659,226
1007,105659,236
1008,105660,110
1009,105660,236
1010,105661,236
1011,105662,236
1012,105663,114
1013,105663,226
1014,105664,226
1015,105669,241
1016,105672,241
1017,105679,240
1018,105683,242
1019,105685,241
1020,105687,241
1021,105688,239
1022,105689,241
1023,105691,114
1024,105692,114
1025,105693,114
1026,105694,110
1027,105694,114
1028,105695,114
1029,105695,226
1030,105696,110
1031,105696,114
1032,105696,236
1033,105697,93
1034,105697,114
1035,105697,226
1036,105698,93
1037,105698,114
1038,105699,93
1039,105699,114
1040,105699,226
1041,105700,114
1042,105700,236
1043,105701,114
1044,105701,236
1045,105702,110
1046,105702,114
1047,105702,226
1048,105702,234
1049,105703,110
1050,105703,114
1051,105703,226
1052,105703,234
1053,105704,110
1054,105704,114
1055,105704,234
1056,105705,110
1057,105705,114
1058,105705,226
1059,105705,234
1060,105705,236
1061,105706,110
1062,105706,114
1063,105706,234
1064,105706,236
1065,105707,110
1066,105707,114
1067,105707,226
1068,105707,234
1069,105707,236
1070,105708,74
1071,105708,114
1072,105708,226
1073,105708,234
1074,105709,114
1075,105709,226
1076,105710,114
1077,105712,114
1078,105713,114
1079,105713,246
1080,105713,248
1081,105714,114
1082,105714,247
1083,105715,114
1084,105716,110
1085,105716,114
1086,105716,226
1087,105716,234
1088,105717,114
1089,105717,234
1090,105718,110
1091,105718,114
1092,105719,114
1093,105720,114
1094,105721,114
1095,105721,245
1096,105722,114
1097,105722,246
1098,105723,114
1099,105723,246
1100,105724,114
1101,105725,114
1102,105725,243
1103,105725,244
1104,105726,114
1105,105726,245
1106,105727,93
1107,105727,133
1108,105727,233
1109,105728,93
1110,105728,233
1111,105728,251
1112,105729,133
1113,105729,233
1114,105730,133
1115,105731,133
1116,105732,228
1117,105733,228
1118,105734,133
1119,105735,133
1120,105736,133
1121,105737,133
1122,105738,133
1123,105739,133
1124,105740,133
1125,105742,133
1126,105743,133
1127,105743,250
1128,105744,133
1129,105745,110
1130,105745,133
1131,105746,133
1132,105746,250
1133,105747,133
1134,105748,133
1135,105751,74
1136,105751,133
1137,105751,178
1138,105752,74
1139,105752,133
1140,105752,178
1141,105753,93
1142,105753,133
1143,105753,178
1144,105754,178
1145,105756,133
1146,105757,133
1147,105758,74
1148,105759,110
1149,105759,133
1150,105759,234
1151,105760,110
1152,105760,133
1153,105761,74
1154,105761,234
1155,105762,249
1156,105763,254
1157,105764,255
1158,105765,255
1159,105766,255
1160,105767,255
1161,105768,253
1162,105768,255
1163,105770,255
1164,105770,256
1165,105773,252
1166,105775,255
1167,105776,254
1168,105780,114
1169,105781,114
1170,105782,114
1171,105783,114
1172,105784,114
1173,105785,114
1174,105786,114
1175,105787,114
1176,105788,93
1177,105788,114
1178,105789,114
1179,105790,114
1180,105791,114
1181,105791,250
1182,105792,110
1183,105792,114
1184,105792,245
1185,105793,114
1186,105793,245
1187,105794,114
1188,105794,245
1189,105795,114
1190,105795,245
1191,105796,114
1192,105796,245
1193,105797,74
1194,105797,114
1195,105798,257
1196,105798,259
1197,105799,257
1198,105800,257
1199,105800,264
1200,105801,257
1201,105802,257
1202,105804,263
1203,105815,260
1204,105816,261
1205,105818,262
1206,105819,258
1207,105820,258
1208,105821,263
1209,105822,261
1210,105826,265
1211,105828,265
1212,105830,265
1213,105832,266
1214,105834,266
1215,105835,266
1216,105836,266
1217,105837,266
1218,105840,267
1219,105842,268
1220,105846,270
1221,105846,271
1222,105850,269
1223,105854,65
1224,105854,67
1225,105855,65
1226,105855,69
1227,105856,69
1228,105857,69
1229,105858,65
1230,105859,65
1231,105859,67
1232,105860,65
1233,105862,274
1234,105863,274
1235,105864,274
1236,105865,273
1237,105866,274
1238,105867,274
1239,105868,274
1240,105869,274
1241,105870,274
1242,105871,67
1243,105871,272
1244,105877,276
1245,105878,275
1246,105885,276
1247,105887,275
1248,105889,277
1249,105891,277
1250,105892,277
1251,105894,277
1252,105901,277
1253,105904,277
1254,105905,277
1255,105906,277
1256,105907,277
1257,105909,277
1258,105910,277
1259,105913,277
1260,105914,277
1261,105916,280
1262,105918,212
1263,105921,278
1264,105923,278
1265,105924,278
1266,105925,279
1267,105926,279
1268,105927,279
1269,105929,212
1270,105930,212
1271,105932,212
1272,105939,212
1273,105941,286
1274,105943,286
1275,105944,286
1276,105945,281
1277,105945,286
1278,105946,281
1279,105947,281
1280,105947,286
1281,105949,285
1282,105950,282
1283,105951,282
1284,105951,287
1285,105952,281
1286,105952,284
1287,105952,286
1288,105953,284
1289,105954,281
1290,105954,284
1291,105954,286
1292,105957,281
1293,105957,283
1294,105957,284
1295,105957,286
1296,105957,288
1297,105958,283
1298,105959,281
1299,105959,286
1300,105960,281
1301,105961,284
1302,105962,281
1303,105962,284
1304,105964,114
1305,105965,114
1306,105966,114
1307,105967,114
1308,105967,178
1309,105968,114
1310,105968,178
1311,105969,114
1312,105969,178
1313,105970,114
1314,105970,290
1315,105971,114
1316,105972,114
1317,105972,290
1318,105973,114
1319,105973,290
1320,105974,114
1321,105975,114
1322,105976,114
1323,105977,43
1324,105977,114
1325,105977,178
1326,105978,114
1327,105978,289
1328,105980,297
1329,105983,295
1330,105984,292
1331,105985,293
1332,105986,291
1333,105986,296
1334,105987,291
1335,105988,294
1336,105989,294
1337,105991,304
1338,105992,304
1339,105993,304
1340,105996,300
1341,105997,302
1342,106000,300
1343,106002,277
1344,106003,302
1345,106004,299
1346,106005,298
1347,106008,303
1348,106011,302
1349,106013,140
1350,106014,301
1351,106016,305
1352,106016,306
1353,106018,305
1354,106019,305
1355,106023,307
1356,106027,313
1357,106029,311
1358,106037,312
1359,106039,310
1360,106040,308
1361,106041,309
1362,106042,309
1363,106044,314
1364,106048,314
1365,106049,314
1366,106051,315
1367,106052,315
1368,106053,314
1369,106053,315
1370,106057,314
1371,106058,316
1372,106059,316
1373,106060,318
1374,106061,291
1375,106061,318
1376,106062,318
1377,106064,294
1378,106064,318
1379,106065,294
1380,106065,318
1381,106067,294
1382,106068,291
1383,106069,291
1384,106070,319
1385,106071,294
1386,106072,317
1387,106072,318
1388,106074,318
1389,106075,291
1390,106076,291
1391,106076,318
1392,106077,291
1393,106078,291
1394,106078,318
1395,106079,291
1396,106087,321
1397,106088,322
1398,106088,324
1399,106089,322
1400,106090,322
1401,106091,323
1402,106092,323
1403,106093,323
1404,106094,323
1405,106095,325
1406,106099,320
1407,106113,305
1408,106113,326
1409,106114,305
1410,106114,326
1411,106114,329
1412,106115,326
1413,106115,329
1414,106116,326
1415,106117,326
1416,106118,326
1417,106119,307
1418,106119,326
1419,106120,326
1420,106120,328
1421,106121,326
1422,106121,328
1423,106122,326
1424,106123,307
1425,106123,326
1426,106124,326
1427,106125,326
1428,106125,327
1429,106137,331
1430,106138,330
1431,106138,331
1432,106140,330
1433,106141,330
1434,106249,114
1435,106250,114
1436,106251,114
1437,106252,114
1438,106253,114
1439,106254,114
1440,106255,114
1441,106256,114
1442,106257,114
1443,106258,114
1444,106259,114
1445,106259,289
1446,106260,114
1447,106260,357
1448,106261,358
1449,106262,358
1450,106266,358
1451,106267,358
1452,106268,358
1453,106269,360
1454,106269,362
1455,106270,360
1456,106271,360
1457,106272,360
1458,106273,360
1459,106274,360
1460,106275,360
1461,106276,358
1462,106277,361
1463,106278,361
1464,106279,361
1465,106280,361
1466,106282,361
1467,106283,361
1468,106286,361
1469,106287,359
1470,106288,259
1471,106288,359
1472,106288,361
1473,106290,359
1474,106292,359
1475,106293,359
1476,106294,359
1477,106295,359
1478,106296,358
1479,106296,359
1480,106297,359
1481,106298,359
1482,106299,359
1483,106300,359
1484,106322,57
1485,106323,57
1486,106324,93
1487,106326,57
1488,106327,57
1489,106327,364
1490,106328,364
1491,106329,364
1492,106330,363
1493,106331,110
1494,106331,114
1495,106332,114
1496,106333,114
1497,106335,114
1498,106336,114
1499,106337,114
1500,106338,114
1501,106338,245
1502,106340,112
1503,106340,114
1504,106341,245
1505,106342,110
1506,106342,112
1507,106342,236
1508,106343,114
1509,106343,236
1510,106344,114
1511,106344,236
1512,106345,114
1513,106347,93
1514,106348,93
1515,106352,114
1516,106353,114
1517,106354,74
1518,106355,114
1519,106355,365
1520,106359,368
1521,106360,69
1522,106360,366
1523,106360,367
1524,106360,368
1525,106361,67
1526,106361,368
1527,106364,368
1528,106365,368
1529,106366,368
1530,106367,68
1531,106368,68
1532,106368,368
1533,106370,68
1534,106370,368
1535,106371,66
1536,106371,68
1537,106375,370
1538,106377,369
1539,106379,369
1540,106381,369
1541,106382,369
1542,106383,369
1543,106385,369
1544,106386,372
1545,106386,376
1546,106387,372
1547,106387,376
1548,106388,374
1549,106388,376
1550,106389,374
1551,106389,376
1552,106390,376
1553,106391,372
1554,106391,374
1555,106391,376
1556,106392,372
1557,106392,374
1558,106392,376
1559,106393,376
1560,106394,371
1561,106394,372
1562,106394,376
1563,106395,371
1564,106395,376
1565,106396,376
1566,106397,372
1567,106397,376
1568,106398,376
1569,106399,373
1570,106399,376
1571,106400,376
1572,106401,376
1573,106402,376
1574,106403,375
1575,106403,376
1576,106404,74
1577,106404,375
1578,106404,376
1579,106405,376
1580,106406,376
1581,106407,376
1582,106407,377
1583,106409,93
1584,106410,93
1585,106411,93
1586,106412,114
1587,106413,110
1588,106413,114
1589,106414,110
1590,106414,114
1591,106414,234
1592,106415,114
1593,106415,234
1594,106416,114
1595,106417,114
1596,106418,114
1597,106419,114
1598,106420,114
1599,106422,114
1600,106422,245
1601,106423,114
1602,106423,245
1603,106424,114
1604,106425,114
1605,106429,378
1606,106435,378
1607,106441,379
1608,106444,382
1609,106447,381
1610,106449,383
1611,106451,259
1612,106451,382
1613,106452,379
1614,106456,383
1615,106457,380
1616,106459,380
1617,106462,384
1618,106462,385
1619,106462,387
1620,106467,384
1621,106469,384
1622,106471,384
1623,106471,388
1624,106471,389
1625,106473,384
1626,106473,386
1627,106475,386
1628,106477,394
1629,106481,395
1630,106483,394
1631,106484,393
1632,106487,392
1633,106488,392
1634,106493,391
1635,106497,396
1636,106499,390
1637,106503,395
1638,106504,395
1639,106508,397
1640,106510,65
1641,106510,69
1642,106510,368
1643,106511,65
1644,106511,67
1645,106512,65
1646,106513,368
1647,106514,65
1648,106514,368
1649,106514,400
1650,106514,401
1651,106515,69
1652,106515,366
1653,106515,368
1654,106515,398
1655,106516,67
1656,106516,366
1657,106517,68
1658,106517,366
1659,106517,368
1660,106518,70
1661,106518,368
1662,106519,368
1663,106519,399
1664,106520,368
1665,106521,368
1666,106522,65
1667,106523,65
1668,106523,68
1669,106524,65
1670,106524,67
1671,106525,65
1672,106525,67
1673,106526,65
1674,106526,67
1675,106526,368
1676,106527,65
1677,106527,67
1678,106527,368
1679,106528,65
1680,106528,67
1681,106530,65
1682,106530,67
1683,106530,368
1684,106531,65
1685,106532,65
1686,106534,404
1687,106535,404
1688,106536,403
1689,106537,403
1690,106540,44
1691,106541,259
1692,106542,164
1693,106543,164
1694,106544,164
1695,106546,164
1696,106547,164
1697,106548,164
1698,106550,402
1699,106551,44
1700,106551,405
1701,106552,405
1702,106553,110
1703,106553,114
1704,106553,234
1705,106554,110
1706,106554,234
1707,106554,409
1708,106555,110
1709,106556,96
1710,106557,110
1711,106557,236
1712,106557,365
1713,106558,110
1714,106558,114
1715,106558,245
1716,106559,245
1717,106560,114
1718,106561,110
1719,106561,234
1720,106562,114
1721,106562,245
1722,106562,407
1723,106563,407
1724,106563,409
1725,106565,114
1726,106565,407
1727,106566,110
1728,106566,114
1729,106566,407
1730,106567,114
1731,106567,245
1732,106567,407
1733,106568,114
1734,106568,245
1735,106568,407
1736,106569,114
1737,106570,114
1738,106570,245
1739,106570,407
1740,106571,245
1741,106571,407
1742,106572,114
1743,106572,245
1744,106573,110
1745,106573,408
1746,106573,409
1747,106574,408
1748,106577,406
1749,106578,411
1750,106580,411
1751,106582,411
1752,106582,412
1753,106583,411
1754,106586,411
1755,106587,411
1756,106588,411
1757,106590,410
1758,106591,410
1759,106593,411
1760,106594,411
1761,106600,414
1762,106600,415
1763,106602,414
1764,106603,414
1765,106605,414
1766,106606,414
1767,106607,415
1768,106608,414
1769,106608,417
1770,106608,418
1771,106608,419
1772,106609,414
1773,106609,418
1774,106610,418
1775,106611,413
1776,106611,414
1777,106612,414
1778,106612,415
1779,106612,416
1780,106612,420
1781,106613,414
1782,106613,416
1783,106142,332
1784,106144,332
1785,106145,333
1786,106146,335
1787,106147,335
1788,106148,334
1789,106149,334
1790,106152,334
1791,106153,336
1792,106154,336
1793,106155,332
1794,106155,333
1795,106157,336
1796,106159,338
1797,106160,337
1798,106160,338
1799,106160,339
1800,106161,338
1801,106162,338
1802,106163,338
1803,106165,338
1804,106166,338
1805,106166,339
1806,106167,338
1807,106167,339
1808,106168,338
1809,106169,337
1810,106169,338
1811,106171,337
1812,106171,338
1813,106172,338
1814,106172,339
1815,106173,338
1816,106173,339
1817,106174,338
1818,106174,339
1819,106175,337
1820,106175,338
1821,106175,339
1822,106176,338
1823,106179,341
1824,106180,341
1825,106181,340
1826,106181,341
1827,106182,341
1828,106182,346
1829,106184,341
1830,106184,343
1831,106184,344
1832,106185,344
1833,106186,344
1834,106187,341
1835,106188,41
1836,106188,341
1837,106189,41
1838,106189,341
1839,106190,41
1840,106190,341
1841,106191,41
1842,106191,341
1843,106192,41
1844,106193,251
1845,106193,341
1846,106194,169
1847,106194,251
1848,106194,345
1849,106195,41
1850,106195,251
1851,106195,347
1852,106196,251
1853,106196,347
1854,106197,342
1855,106198,133
1856,106198,244
1857,106199,133
1858,106200,41
1859,106200,133
1860,106201,346
1861,106202,346
1862,106203,41
1863,106204,41
1864,106206,294
1865,106209,294
1866,106210,297
1867,106211,294
1868,106212,348
1869,106213,348
